"subjects" "activity_code" "activity_name"
"792" 5 1 "WALKING"
"793" 5 1 "WALKING"
"794" 5 1 "WALKING"
"795" 5 1 "WALKING"
"796" 5 1 "WALKING"
"797" 5 1 "WALKING"
"798" 5 3 "WALKING_DOWNSTAIRS"
"799" 5 3 "WALKING_DOWNSTAIRS"
"800" 5 3 "WALKING_DOWNSTAIRS"
"801" 5 3 "WALKING_DOWNSTAIRS"
"802" 5 3 "WALKING_DOWNSTAIRS"
"803" 5 3 "WALKING_DOWNSTAIRS"
"804" 5 3 "WALKING_DOWNSTAIRS"
"805" 5 3 "WALKING_DOWNSTAIRS"
"806" 5 3 "WALKING_DOWNSTAIRS"
"807" 5 3 "WALKING_DOWNSTAIRS"
"808" 5 3 "WALKING_DOWNSTAIRS"
"809" 5 3 "WALKING_DOWNSTAIRS"
"810" 5 3 "WALKING_DOWNSTAIRS"
"811" 5 3 "WALKING_DOWNSTAIRS"
"812" 5 3 "WALKING_DOWNSTAIRS"
"813" 5 3 "WALKING_DOWNSTAIRS"
"814" 5 3 "WALKING_DOWNSTAIRS"
"815" 5 3 "WALKING_DOWNSTAIRS"
"816" 5 3 "WALKING_DOWNSTAIRS"
"817" 5 3 "WALKING_DOWNSTAIRS"
"818" 5 3 "WALKING_DOWNSTAIRS"
"819" 5 3 "WALKING_DOWNSTAIRS"
"820" 5 3 "WALKING_DOWNSTAIRS"
"821" 5 3 "WALKING_DOWNSTAIRS"
"822" 5 3 "WALKING_DOWNSTAIRS"
"823" 5 2 "WALKING_UPSTAIRS"
"824" 5 2 "WALKING_UPSTAIRS"
"825" 5 2 "WALKING_UPSTAIRS"
"826" 5 2 "WALKING_UPSTAIRS"
"827" 5 2 "WALKING_UPSTAIRS"
"828" 5 2 "WALKING_UPSTAIRS"
"829" 5 2 "WALKING_UPSTAIRS"
"830" 5 2 "WALKING_UPSTAIRS"
"831" 5 2 "WALKING_UPSTAIRS"
"832" 5 2 "WALKING_UPSTAIRS"
"833" 5 2 "WALKING_UPSTAIRS"
"834" 5 2 "WALKING_UPSTAIRS"
"835" 5 2 "WALKING_UPSTAIRS"
"836" 5 2 "WALKING_UPSTAIRS"
"837" 5 2 "WALKING_UPSTAIRS"
"838" 5 2 "WALKING_UPSTAIRS"
"839" 5 2 "WALKING_UPSTAIRS"
"840" 5 2 "WALKING_UPSTAIRS"
"841" 5 2 "WALKING_UPSTAIRS"
"842" 5 2 "WALKING_UPSTAIRS"
"843" 5 2 "WALKING_UPSTAIRS"
"844" 5 2 "WALKING_UPSTAIRS"
"845" 5 2 "WALKING_UPSTAIRS"
"846" 5 2 "WALKING_UPSTAIRS"
"847" 5 2 "WALKING_UPSTAIRS"
"848" 5 5 "STANDING"
"849" 5 5 "STANDING"
"850" 5 5 "STANDING"
"851" 5 5 "STANDING"
"852" 5 5 "STANDING"
"853" 5 5 "STANDING"
"854" 5 5 "STANDING"
"855" 5 5 "STANDING"
"856" 5 5 "STANDING"
"857" 5 5 "STANDING"
"858" 5 5 "STANDING"
"859" 5 5 "STANDING"
"860" 5 5 "STANDING"
"861" 5 5 "STANDING"
"862" 5 5 "STANDING"
"863" 5 5 "STANDING"
"864" 5 5 "STANDING"
"865" 5 5 "STANDING"
"866" 5 5 "STANDING"
"867" 5 5 "STANDING"
"868" 5 5 "STANDING"
"869" 5 5 "STANDING"
"870" 5 5 "STANDING"
"871" 5 5 "STANDING"
"872" 5 5 "STANDING"
"873" 5 5 "STANDING"
"874" 5 5 "STANDING"
"875" 5 5 "STANDING"
"876" 5 4 "SITTING"
"877" 5 4 "SITTING"
"878" 5 4 "SITTING"
"879" 5 4 "SITTING"
"880" 5 4 "SITTING"
"881" 5 4 "SITTING"
"882" 5 4 "SITTING"
"883" 5 4 "SITTING"
"884" 5 4 "SITTING"
"885" 5 4 "SITTING"
"886" 5 4 "SITTING"
"887" 5 4 "SITTING"
"888" 5 4 "SITTING"
"889" 5 4 "SITTING"
"890" 5 4 "SITTING"
"891" 5 4 "SITTING"
"892" 5 4 "SITTING"
"893" 5 4 "SITTING"
"894" 5 4 "SITTING"
"895" 5 4 "SITTING"
"896" 5 4 "SITTING"
"897" 5 6 "LAYING"
"898" 5 6 "LAYING"
"899" 5 6 "LAYING"
"900" 5 6 "LAYING"
"901" 5 6 "LAYING"
"902" 5 6 "LAYING"
"903" 5 6 "LAYING"
"904" 5 6 "LAYING"
"905" 5 6 "LAYING"
"906" 5 6 "LAYING"
"907" 5 6 "LAYING"
"908" 5 6 "LAYING"
"909" 5 6 "LAYING"
"910" 5 6 "LAYING"
"911" 5 6 "LAYING"
"912" 5 6 "LAYING"
"913" 5 6 "LAYING"
"914" 5 6 "LAYING"
"915" 5 6 "LAYING"
"916" 5 6 "LAYING"
"917" 5 6 "LAYING"
"918" 5 6 "LAYING"
"919" 5 6 "LAYING"
"920" 5 6 "LAYING"
"921" 5 1 "WALKING"
"922" 5 1 "WALKING"
"923" 5 1 "WALKING"
"924" 5 1 "WALKING"
"925" 5 1 "WALKING"
"926" 5 1 "WALKING"
"927" 5 1 "WALKING"
"928" 5 1 "WALKING"
"929" 5 1 "WALKING"
"930" 5 1 "WALKING"
"931" 5 1 "WALKING"
"932" 5 1 "WALKING"
"933" 5 1 "WALKING"
"934" 5 1 "WALKING"
"935" 5 1 "WALKING"
"936" 5 1 "WALKING"
"937" 5 1 "WALKING"
"938" 5 1 "WALKING"
"939" 5 1 "WALKING"
"940" 5 1 "WALKING"
"941" 5 1 "WALKING"
"942" 5 1 "WALKING"
"943" 5 1 "WALKING"
"944" 5 1 "WALKING"
"945" 5 1 "WALKING"
"946" 5 1 "WALKING"
"947" 5 3 "WALKING_DOWNSTAIRS"
"948" 5 3 "WALKING_DOWNSTAIRS"
"949" 5 3 "WALKING_DOWNSTAIRS"
"950" 5 3 "WALKING_DOWNSTAIRS"
"951" 5 3 "WALKING_DOWNSTAIRS"
"952" 5 3 "WALKING_DOWNSTAIRS"
"953" 5 3 "WALKING_DOWNSTAIRS"
"954" 5 3 "WALKING_DOWNSTAIRS"
"955" 5 3 "WALKING_DOWNSTAIRS"
"956" 5 3 "WALKING_DOWNSTAIRS"
"957" 5 3 "WALKING_DOWNSTAIRS"
"958" 5 3 "WALKING_DOWNSTAIRS"
"959" 5 3 "WALKING_DOWNSTAIRS"
"960" 5 3 "WALKING_DOWNSTAIRS"
"961" 5 3 "WALKING_DOWNSTAIRS"
"962" 5 3 "WALKING_DOWNSTAIRS"
"963" 5 3 "WALKING_DOWNSTAIRS"
"964" 5 3 "WALKING_DOWNSTAIRS"
"965" 5 3 "WALKING_DOWNSTAIRS"
"966" 5 3 "WALKING_DOWNSTAIRS"
"967" 5 3 "WALKING_DOWNSTAIRS"
"968" 5 3 "WALKING_DOWNSTAIRS"
"969" 5 2 "WALKING_UPSTAIRS"
"970" 5 2 "WALKING_UPSTAIRS"
"971" 5 2 "WALKING_UPSTAIRS"
"972" 5 2 "WALKING_UPSTAIRS"
"973" 5 2 "WALKING_UPSTAIRS"
"974" 5 2 "WALKING_UPSTAIRS"
"975" 5 2 "WALKING_UPSTAIRS"
"976" 5 2 "WALKING_UPSTAIRS"
"977" 5 2 "WALKING_UPSTAIRS"
"978" 5 2 "WALKING_UPSTAIRS"
"979" 5 2 "WALKING_UPSTAIRS"
"980" 5 2 "WALKING_UPSTAIRS"
"981" 5 2 "WALKING_UPSTAIRS"
"982" 5 2 "WALKING_UPSTAIRS"
"983" 5 2 "WALKING_UPSTAIRS"
"984" 5 2 "WALKING_UPSTAIRS"
"985" 5 2 "WALKING_UPSTAIRS"
"986" 5 2 "WALKING_UPSTAIRS"
"987" 5 2 "WALKING_UPSTAIRS"
"988" 5 2 "WALKING_UPSTAIRS"
"989" 5 2 "WALKING_UPSTAIRS"
"990" 5 2 "WALKING_UPSTAIRS"
